user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Congressional Progressive Caucus Center,"Washington, DC",501(c)3 nonprofit developing people-led policy that builds power for the rest of us. Advancing the best ideas from across the #progressive movement.,2009-06-18 00:25:01,5584,2079,2036,False,2020-08-10 15:40:07,"The #COVID19 pandemic has reiterated three important things: how necessary #unemployment insurance is, how powerful… https://t.co/csrcMiaXQ4","['COVID19', 'unemployment']",Hootsuite Inc.,False
"King County, WA","King County, WA","We're the only jurisdiction in the world named for Dr. Martin Luther King Jr., America's 12th-largest county, and home of 2.2 million people and 39 cities.",2008-12-17 17:07:55,82191,1507,5651,True,2020-08-10 15:45:08,"During the #COVID19 pandemic, fire agencies will take new steps to protect firefighters, residents and the environm… https://t.co/7tJAdGliuJ",['COVID19'],Twitter Web App,False
APLU,"Washington, DC",This is the official Twitter account for the Association of Public and Land-grant Universities (APLU),2011-11-01 17:18:04,8023,580,1833,True,2020-08-10 15:47:58,#DYK @Mizzou researchers recently developed an ethanol-based hand sanitizer to curb the spread of #COVID19? The tea… https://t.co/i9lS4DeogL,"['DYK', 'COVID19']",Twitter Web App,False
LarryBee🤡,world wide ,"Don't compare.
Greasing Grace
Pics Editing
#Futarian (alumni👨🏾‍🎓)
#Chelseafc ... Lanru4u@yahoo.com",2012-04-29 13:44:10,1725,1989,9649,False,2020-08-10 15:48:19,"Available at cheaper offer and many more ..... Order for yours now Ibadan , Lagos ........  #bbnaijialockdown… https://t.co/7tyaQ7nbck",['bbnaijialockdown'],Twitter for Android,False
The PRI,London,"The UN-supported Principles for Responsible Investment, the world's leading proponent of responsible investment. RTs do not constitute endorsement.",2010-06-09 15:00:32,21763,2088,5050,True,2020-08-10 15:51:41,"Podcast: @gemma_james1, PRI, Marc Robert, Water Asset Management, @wateraid, &amp; Maher Abdullah Al, Fakir Fashion, di… https://t.co/HAPGd8rY1H",,Twitter Web App,False
rainmaker,,,2017-08-16 22:12:17,687,1112,92514,False,2020-08-10 15:58:42,@DWUhlfelderLaw @rcrockett #Florida @RonDeSantisFL is just asking for an outbreak #COVID19. What in the name of all… https://t.co/srGBGcwQZC,"['Florida', 'COVID19']",Twitter for Android,False
🏥 Alder Hey 🌳,"Liverpool, UK",Creating a healthier future for children and young people everywhere. Tweeting 9am-5pm weekdays 😀,2009-01-14 09:32:18,48597,1662,18835,True,2020-08-10 16:00:24,Wearing a face covering 😷 can help to protect you &amp; others around you who may be vulnerable to viruses such as… https://t.co/AeRoIgbHFu,,Sprout Social,False
Massachusetts Medical Society (MMS),"Waltham, Massachusetts","The MMS, with some 25,000 physicians and student members, is dedicated to educating and advocating for the #patients and #physicians of Massachusetts.",2009-04-28 12:34:32,11118,3798,2338,True,2020-08-10 16:00:29,"Nearly 7,000 #Massachusetts children have contracted #COVID19, including 118 hospitalizations, according to a repor… https://t.co/ZG5pQd4qo8","['Massachusetts', 'COVID19']",Hootsuite Inc.,False
Barry Pearman Mental Health - Faith : Hope : Love,"Auckland, New Zealand",Empowering your #MentalHealth Online mental health pastor #faith #hope #love #kiwi #infj #pastor,2011-06-25 18:26:51,14091,7359,4060,False,2020-08-10 16:04:15,If you want to beat COVID-19 you need to ask yourself this question ‘What is the most important thing?’ and I hope… https://t.co/Cmjhx0mlN6,,Hootsuite Inc.,False
Pathfinders,Worldwide,"Fighting inequality and injustice, working to accelerate the delivery of the SDG targets for peace, justice for all and inclusion (SDG16+). Hosted by @nyuCIC.",2017-11-20 12:59:58,1056,869,1077,False,2020-08-10 16:05:35,"#COVID19 isn't just threatening peoples' health, it's exposing deep-rooted inequalities and increasing vulnerabilit… https://t.co/fBwoh1w91Q",['COVID19'],Hootsuite Inc.,False
Make America Honest😷🌹🔥🎶🎨🏘🔥💚🔥🌎💃🏻⚖️🗽🕺🏼🗳🇺🇸🔬🔭👊🏿🤝🌈🙌✌️,USA #EatTheRich =Abuse by big💰,"#Covid19 NoFascist=
#Antifa #BLM #Vote📬
Cooperatives💪Community
Democratic Socialist DSA Member
HumanitariansCoop
Poor & Working Class
Organic Felter 🐑🐏👩🏻‍🌾",2018-06-20 16:33:15,3731,4835,55571,False,2020-08-10 16:06:02,"Yep, just look at all the Dems voter suppression 

No🔻
#MedicareForAll 
#GreenNewDeal 
#UBI At least #Covid19 Relie… https://t.co/Pd3uQeeVyi","['MedicareForAll', 'GreenNewDeal', 'UBI', 'Covid19']",Twitter Web App,False
WaterAid Sierra Leone,Freetown,"Part of an international not-for-profit aiming to make clean water, decent toilets and good hygiene normal for everyone, everywhere.",2020-04-23 19:55:14,75,200,3,False,2020-08-10 16:06:49,#Handwashing with soap and clean water is one of the most effective ways to prevent the spread of #COVID19. We have… https://t.co/FjnkfqmUoB,"['Handwashing', 'COVID19']",Twitter Web App,False
Christopher Rabbit,"Seattle, WA","Our #cbd #chocolate treats #rabbit #chronicpain #bipolar 1 #anxiety #insomnia |  We offer clones, edibles & flower #growyourown #SmallBiz #Seattle",2017-12-02 13:17:19,692,1900,6333,False,2020-08-10 16:08:28,@GovInslee @Seahawks To keep ALL teams and staff healthy you need to test EVERYONE everyday they enter that stadium… https://t.co/5XJEKEj8qn,,Twitter for Android,False
Nikki Fried,Florida,Florida’s 12th Commissioner of Agriculture and Consumer Services. Working to keep Florida growing.,2009-05-02 12:52:12,25912,1566,2827,True,2020-08-10 16:09:48,"At a time when we should be united, we are more divided than ever. 

But together, Florida can recover from… https://t.co/1WKUe3OhRO",,Twitter for iPhone,False
Kim Richards,Hollywood,"Official Twitter feed of Kim Richards, CEO & Chairman, Allied Artists, with more than 30 years of experience in the music, film and television industries.",2009-07-19 23:43:29,45785,1701,7838,False,2020-08-10 16:11:09,Got tested for #Covid19 at one of @CoreResponse's MANY Drive-thru testing sites in L.A.. Kudos to @SeanPenn &amp; Ann L… https://t.co/26gxIjMb86,['Covid19'],Twitter Web App,False
boopie,USA,"Blue
Medical
Research
Women's health, women's rights, environment, science, safe schools, healthy pregnancy, healthy kids & babies, support the living
#46in2020",2011-02-15 18:18:33,35,402,10695,False,2020-08-10 16:11:23,"@Jim_Jordan Go ahead and play yourself,  then don't come to the hospital when u get covid #covid19 #football","['covid19', 'football']",Twitter Web App,False
Serena Natile,"London, England","Feminist, anti-racist, migrant, lecturer in socio-legal studies: #gender law& political economy, #decolonial digital finance, #IELCollectivist, editor @IJLC_CUP",2019-02-01 20:53:46,655,831,3540,False,2020-08-10 16:12:20,"In this blog post for the @IJLC_CUP series, I reflect on the process and politics of academic publishing and how… https://t.co/CevIlMJK9t",,Twitter Web App,False
On3 Public Relations,"Tallahassee, FL",Full service PR firm with 30 years experience.          Public Affairs - Corporate Communications - Grassroots Advocacy. Let us get you 'Ready On 3',2013-07-08 14:35:06,1446,1810,1608,False,2020-08-10 16:16:37,"Dr. Michael Patete, MD, FACS, and President of @FloridaMedical explains why #ConvalescentPlasma donations are neede… https://t.co/0T8iqvGRuQ",['ConvalescentPlasma'],Twitter Web App,False
Anita McKernan,"Toronto, Ontario",Peace 🕊In praise of the gospel of the moment (she/her),2016-04-14 17:37:33,108,483,1043,False,2020-08-10 16:18:15,Queen Street in April (Toronto) #COVID19 #isolation #Toronto #photography #streetphotography https://t.co/3TV64T3e5R,"['COVID19', 'isolation', 'Toronto', 'photography', 'streetphotography']",Twitter for iPhone,False
Charles Raven 🥑🥒🥬🥦🧄🧅🥕🥜🥝🥥🍇🍈🍉🍊🍌🍍,"Kelowna, BC.  Canada","Against all forms of cruelty against Animals & Mother Earth.  I am the Ultimate Voice For The Voiceless.

#GoPlantBased, #ClimateActionNow #AntiSpeciesism",2018-06-28 16:36:51,4602,3792,21852,False,2020-08-10 16:20:05,"Eating animals has created the world's worst pandemics.

The World Leaders know this but they only care about money… https://t.co/8W6DN3hP55",,Twitter Web App,False
David Moore,"Dallas, Texas","Partner in Deloitte Digital focused on Cloud ERP and Blockchain. You'll find me traveling, and enjoying my Big Green Egg. Views are my own.",2014-06-26 20:29:58,416,1321,11780,False,2020-08-10 16:20:39,To say that #financialreporting for the most recent quarter was challenging is an enormous understatement. How can… https://t.co/lTgnoImz2P,['financialreporting'],Dynamic Signal,False
Science in the City,"Vancouver, British Columbia","Your complete source for all the life science news, events, and jobs in the Lower Mainland! Brought to you by @STEMCELLTech.",2015-11-16 23:35:36,1621,889,4365,False,2020-08-10 16:25:01,"#COVID19 has had major impacts on how science is done. In this Q&amp;A with @PHCResearch, Dr. Zabrina Brumme from… https://t.co/W0fqq6FMJQ",['COVID19'],Sprout Social,False
The Conference Board,www.conference-board.org,Leading global think tank and business membership association since 1916.,2009-06-01 14:09:02,15062,2073,1143,True,2020-08-10 16:25:11,#EconomyWatch 💱 Join @USCMarshall's Ayse Imrohoroglu &amp; @BERcoza's George Kershoff WED 8/12 at 11am for insights on… https://t.co/qqy1JkFuJn,['EconomyWatch'],Twitter Web App,False
Stephanie Innes,"Phoenix, AZ","Health care reporter for the Arizona Republic/@azcentral, formerly @tucsonstar.  RT ≠ endorsement. Canadian/American, she/her. stephanie.innes@gannett.com",2009-04-30 20:51:53,6317,4791,5073,True,2020-08-10 16:27:39,"#Arizona ranks 13th in the country for its number of #COVID19 #deaths (raw number) as of Sunday - 4,150 deaths, put… https://t.co/JBN9YASpJS","['Arizona', 'COVID19', 'deaths']",Twitter Web App,False
Danny Nel,"ÜT: -26.712692,27.104824","Agricultural economist, networker, artlover, philosopher and holistic life coach.  Where will we look? This is it!  The truth will set us free.  Suid Afrika Bo!",2010-03-14 22:18:21,6209,6813,16985,False,2020-08-11 06:55:53,"Yes #SouthAfrica 🇿🇦 can become another Singapore.

Their success story. 

Honesty:
No stealing allowed 

Mediocrity… https://t.co/SW6Z2Q0880",['SouthAfrica'],Twitter for Android,False
V6 News,"Hyderabad, Telangana, India","V6 News Channel
Telangana Breaking News  https://t.co/OmDwQ19NZ3",2012-03-09 04:58:04,144068,147,62,False,2020-08-11 06:57:00,#Telangana Health Minister #EtelaRajender has said strict action would be taken against private hospitals charging… https://t.co/LfKnHNa6Ri,"['Telangana', 'EtelaRajender']",Twitter Media Studio,False
Dr. Shahzad Faisal Chaudhary,United Kingdom,"Regenerative, Anti-aging, Metabolic & Functional Medicine💊🏋🏻‍♂️🏃🏽🥑🍇🥦🍱Only latest, non-manipulated & “GENUINE” scientific research 📑",2013-05-12 18:55:50,173,1819,252,False,2020-08-11 06:59:25,Dr. Anthony #Fauci says that the chances of #Coronavirus #SARSCoV2 #COVID19 #vaccine being highly effective are not… https://t.co/TaCNHGp1xP,"['Fauci', 'Coronavirus', 'SARSCoV2', 'COVID19', 'vaccine']",Twitter for iPhone,False
chilternbear,MI6 Safe House,I am a neglected pooch. Pops is something in MI6. He leaves me alone for long periods. Every dog and dog owner please follow me (except @garylineker) woof!,2019-10-06 07:54:22,3868,3592,43977,False,2020-08-11 07:34:38,@Haggis_UK There are 4.8 million people in New Zealand which is equivalent to around a third of the population of… https://t.co/j0lmKZj3R4,,Twitter for iPhone,False
Randy Steves,,"I write political and societal stuff. My own opinions and feelings only. If you don’t like what I have to say, that’s ok. We don’t have to agree :)",2020-02-12 23:54:37,280,755,1158,False,2020-08-11 07:35:19,"You can’t charge someone for attempted murder for not wearing a face mask. What happened to “my body, my choice” li… https://t.co/4MtaGR8e4e",,Twitter for iPhone,False
The Guardian Nigeria,Nigeria,"An independent news source, with newspaper established in 1983 for the purpose of presenting balanced coverage of events and news. WhatsApp - +2348136370421",2009-07-16 12:24:36,1812802,450,2527,True,2020-08-11 07:40:54,This is not philosophising… instead I am indeed making a bold statement that will fortify us against the time and t… https://t.co/jSso1LfspH,,Echobox,False
Credevo,Singapore,Clinical Development | Global Regulatory Support | Clinical Trials Strategy & Operations | Country Level & Site Level Feasibility | Product Registrations,2015-10-30 01:19:01,132,101,2,False,2020-08-11 07:44:54,"EU authorities agree new measures to support availability of medicines used in the COVID-19 pandemic

#ema #covid19
https://t.co/7mJJpOCvCe","['ema', 'covid19']",,False
rugby365.com,Following the oval ball!,Real time rugby! One of the most popular rugby news sites on the planet. Come find out why! Rucking good stuff....,2009-05-18 10:46:39,35035,8501,1659,False,2020-08-11 07:46:23,"#⃣NEWS: The @Hurricanesrugby's South African wing Kobus van Wyk will have a few sleepless nights this week
🏉Hearing… https://t.co/lkiU4gWnDa",,Twitter Web App,False
dagda1,Glasgow,"glasgow based react, typescript, javascript fiend.  Nomadic cattle rustler and inventor of the elastic lasso.",2008-01-29 12:45:15,553,29,616,False,2020-08-11 07:51:32,I wonder how much of the #COVID19 reaction has been influenced by a dying paper-based media hungry for views.  All… https://t.co/Qa3oFMJOJi,['COVID19'],Twitter Web App,False
SIBM NAGPUR,"Nagpur, India","The Official Twitter account of SIBM NAGPUR
https://t.co/KHvC2n0ww3
Gate No.167,168,169,
Village Mauje-Wathoda / Bhandewadi.",2019-08-24 13:20:04,67,5,0,False,2020-08-11 07:58:49,May Shri Krishna shower you with his choicest blessings on the auspicious day of Shri Krishna Janmashtami.… https://t.co/NsaviyLNg4,,Twitter for Android,False
European Hospital,Essen,"The platform for the latest trends in medical technology, and advances in medicine.

Imprint: https://t.co/qrcokOXEzp",2009-06-26 07:13:15,5989,1102,247,False,2020-08-11 08:00:42,Researchers at @HeriotWattUni and @EdinUniUsher have developed a new mathematical model to better understand how ai… https://t.co/FvsuQnNLv0,,Hootsuite Inc.,False
Weekly Social Diary,"Islamabad, Pakistan",An official twitter account of weekly magazine SOCIAL DIARY by @PakObserver which covers social & fashion life of #Pakistan. RT are not endorsements.,2013-09-30 05:52:00,1559,615,552,False,2020-08-11 08:00:51,Its World Mask Week and #markzuckerberg shared his little friend showing us how to wear a mask properly!… https://t.co/vb9UT3G7iK,['markzuckerberg'],Instagram,False
105.5 The Dove,"Tampa Bay, FL",Lite favorites.,2012-06-14 15:23:54,2854,4547,769,False,2020-08-11 08:11:51,"Hillsborough County schools still set for online learning; cruise industry hits Florida economy

#DoveDailyUpdate… https://t.co/X6EZfR5Qc7",['DoveDailyUpdate'],SocialNewsDesk,False
8min 46sec,Canberra,Twitter is my ONLY vice ... cartoons on @FB   https://t.co/eoO8qIiOAN,2011-09-14 02:31:09,7033,2208,26197,False,2020-08-11 08:28:03,#Covid19 NO #covidApp #Privacy Spying by @schrankartoons https://t.co/jPB5PO4VcX #auspol #thedrum,"['Covid19', 'covidApp', 'Privacy', 'auspol', 'thedrum']",TweetDeck,False
Gulf Daily News,Bahrain,Leading English Daily Newspaper published from Kingdom of Bahrain,2010-02-25 09:22:18,23732,103,8,True,2020-08-11 08:33:51,"U.S. Covid-19 deaths drop for first time in four weeks

Read More - https://t.co/1EiOg0QR1n

#UnitedStates #Covid19… https://t.co/6SozNqjCfY","['UnitedStates', 'Covid19']",TweetDeck,False
Kearney MEA,Middle East and Africa,Driven to be the difference between a big idea and making it happen. One of the original management consulting firms.,2009-04-20 05:22:06,940,301,449,False,2020-08-11 08:41:48,"In a recent report developed in partnership with @ALAGHAR_GROUP, #KearneyMEA investigates the social impact of… https://t.co/0XWkyaeWQm",['KearneyMEA'],Twitter Web App,False
ScotParl Outreach,"Edinburgh, Scotland","Tweets from Paul, Ewan, Kate & Leoncha. Building relationships between people and Parliament. Helping bring lived experience to decisions made @ScotParl.",2016-10-05 13:30:11,1431,702,601,False,2020-08-11 08:43:07,"@SP_HealthSport is looking at the impact of #COVID19 on the delivery of social care.

If you're an adult who RECEIV… https://t.co/xZc7rQFAMi",['COVID19'],Twitter Web App,False
